timestamp,title,process,pid
2024-10-01 19:13:12,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,7072
2024-10-01 19:23:37,Spotkanie_klienta.pptx - PowerPoint,powerpnt.exe,5815
2024-10-01 19:38:22,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,1838
2024-10-01 19:51:59,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,3047
2024-10-01 19:59:07,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,3777
2024-10-01 20:06:40,Czat zespołu - Microsoft Teams,teams.exe,5490
2024-10-01 20:09:04,script.py - Visual Studio Code,code.exe,3601
2024-10-01 20:14:54,ServiceNow - Google Chrome,chrome.exe,4227
2024-10-01 18:29:33,project-alpha - Slack,slack.exe,1746
2024-10-01 18:30:31,script.py - Visual Studio Code,code.exe,3695
2024-10-01 18:42:33,Stack Overflow - Google Chrome,chrome.exe,4519
2024-10-01 18:56:42,Outlook,outlook.exe,7048
2024-10-01 18:58:09,Microsoft Teams,teams.exe,5050
2024-10-01 19:01:47,Salesforce - Google Chrome,chrome.exe,3405
2024-10-01 19:11:49,Spotkanie: Review - Outlook,outlook.exe,1234
2024-10-01 19:24:50,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,6567
2024-10-01 19:33:54,Salesforce - Google Chrome,chrome.exe,4146
2024-10-01 19:38:58,Skrzynka odbiorcza - Outlook,outlook.exe,6582
2024-10-01 22:41:47,Microsoft Teams,teams.exe,2600
2024-10-01 18:55:09,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,1524
2024-10-01 19:07:39,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,7283
2024-10-01 19:20:15,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,5894
2024-10-01 19:23:07,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,6612
2024-10-01 19:33:26,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,3740
2024-10-01 19:36:08,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,7223
2024-10-01 19:50:59,config.yaml - Visual Studio Code,code.exe,2190
2024-10-01 20:04:44,Salesforce - Google Chrome,chrome.exe,4980
2024-10-01 20:16:07,general - Slack,slack.exe,7836
2024-10-01 20:18:15,Outlook,outlook.exe,3413
2024-10-01 21:21:37,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,1311
2024-10-01 20:33:56,ServiceNow - Google Chrome,chrome.exe,4800
2024-10-01 20:34:26,Nowa wiadomość - Outlook,outlook.exe,5133
2024-10-01 20:43:27,Skrzynka odbiorcza - Outlook,outlook.exe,4041
2024-10-01 20:43:58,Microsoft Teams,teams.exe,5061
2024-10-01 20:46:05,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,1625
2024-10-01 20:47:21,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,7416
2024-10-01 20:59:22,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,6393
2024-10-01 21:11:32,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,4530
2024-10-01 21:17:31,Spotkanie_klienta.pptx - PowerPoint,powerpnt.exe,4089
2024-10-01 21:32:01,Microsoft Teams,teams.exe,2575
2024-10-01 20:33:08,Czat zespołu - Microsoft Teams,teams.exe,4667
2024-10-01 20:38:39,Spotkanie_klienta.pptx - PowerPoint,powerpnt.exe,3281
2024-10-01 20:43:36,Microsoft Teams,teams.exe,7041
2024-10-01 20:48:25,config.yaml - Visual Studio Code,code.exe,6276
2024-10-01 20:54:30,Salesforce - Google Chrome,chrome.exe,2630
2024-10-01 21:07:21,general - Slack,slack.exe,3934
2024-10-01 21:16:58,script.py - Visual Studio Code,code.exe,6877
2024-10-01 19:21:35,Workday - Google Chrome,chrome.exe,3391
2024-10-01 19:26:38,urgent - Slack,slack.exe,3827
2024-10-01 19:30:02,Outlook,outlook.exe,6864
2024-10-01 19:34:35,script.py - Visual Studio Code,code.exe,5873
2024-10-01 19:35:09,Stack Overflow - Google Chrome,chrome.exe,3700
2024-10-01 19:49:21,project-alpha - Slack,slack.exe,4109
2024-10-01 20:00:34,script.py - Visual Studio Code,code.exe,7182
2024-10-01 20:07:12,Salesforce - Google Chrome,chrome.exe,5036
2024-10-01 20:16:44,random - Slack,slack.exe,4205
2024-10-01 20:24:09,script.py - Visual Studio Code,code.exe,6325
2024-10-01 20:31:18,database.sql - Visual Studio Code,code.exe,2646
2024-10-01 20:44:25,Confluence - Google Chrome,chrome.exe,7057
2024-10-01 20:57:20,urgent - Slack,slack.exe,6814
2024-10-01 21:09:46,app.js - Visual Studio Code,code.exe,3582
2024-10-01 21:15:34,script.py - Visual Studio Code,code.exe,5876
2024-10-01 21:24:59,Workday - Google Chrome,chrome.exe,6841
2024-10-01 21:34:38,urgent - Slack,slack.exe,1339
2024-10-01 21:49:35,database.sql - Visual Studio Code,code.exe,1170
2024-10-01 21:54:53,Power BI - Google Chrome,chrome.exe,7471
2024-10-01 22:00:01,project-alpha - Slack,slack.exe,4491
2024-10-01 22:07:17,app.js - Visual Studio Code,code.exe,3287
2024-10-01 22:15:50,SharePoint - Google Chrome,chrome.exe,2487
2024-10-01 22:21:34,app.js - Visual Studio Code,code.exe,5613
2024-10-01 22:36:03,Workday - Google Chrome,chrome.exe,1509
2024-10-01 22:37:43,project-alpha - Slack,slack.exe,2226
2024-10-01 22:48:47,app.js - Visual Studio Code,code.exe,2442
2024-10-01 22:51:15,SharePoint - Google Chrome,chrome.exe,4773
2024-10-01 23:03:35,project-alpha - Slack,slack.exe,6707
2024-10-01 23:08:58,database.sql - Visual Studio Code,code.exe,3156
2024-10-01 23:20:02,SharePoint - Google Chrome,chrome.exe,5268
2024-10-01 18:31:08,urgent - Slack,slack.exe,7850
2024-10-01 18:41:05,database.sql - Visual Studio Code,code.exe,3970
2024-10-01 18:53:34,JIRA - Google Chrome,chrome.exe,7106
2024-10-01 18:54:22,project-alpha - Slack,slack.exe,5883
2024-10-01 19:02:07,app.js - Visual Studio Code,code.exe,3562
2024-10-01 19:12:10,Confluence - Google Chrome,chrome.exe,7748
2024-10-01 19:12:56,general - Slack,slack.exe,1948
2024-10-01 19:25:55,database.sql - Visual Studio Code,code.exe,4649
2024-10-01 19:28:22,app.js - Visual Studio Code,code.exe,5043
2024-10-01 19:34:15,JIRA - Google Chrome,chrome.exe,1114
2024-10-01 19:38:53,urgent - Slack,slack.exe,5669
2024-10-01 19:41:44,script.py - Visual Studio Code,code.exe,5269
2024-10-01 19:47:32,SharePoint - Google Chrome,chrome.exe,3929
2024-10-01 19:54:25,random - Slack,slack.exe,4461
2024-10-01 20:05:41,script.py - Visual Studio Code,code.exe,1394
2024-10-01 20:09:52,Salesforce - Google Chrome,chrome.exe,5595
2024-10-01 20:17:48,random - Slack,slack.exe,3902
2024-10-01 20:23:30,config.yaml - Visual Studio Code,code.exe,6295
2024-10-01 20:25:49,Power BI - Google Chrome,chrome.exe,3957
2024-10-01 20:36:38,project-alpha - Slack,slack.exe,7793
2024-10-01 20:44:19,config.yaml - Visual Studio Code,code.exe,6598
2024-10-01 20:50:27,Confluence - Google Chrome,chrome.exe,5122
2024-10-01 20:59:57,random - Slack,slack.exe,7722
2024-10-01 21:07:37,database.sql - Visual Studio Code,code.exe,6175
2024-10-01 21:19:32,GitHub - Google Chrome,chrome.exe,7938
2024-10-01 21:25:28,urgent - Slack,slack.exe,4024
2024-10-01 21:36:21,database.sql - Visual Studio Code,code.exe,6738
2024-10-01 21:42:12,ServiceNow - Google Chrome,chrome.exe,3691
2024-10-01 21:49:39,urgent - Slack,slack.exe,2800
2024-10-01 21:57:49,database.sql - Visual Studio Code,code.exe,4340
2024-10-01 22:04:01,SharePoint - Google Chrome,chrome.exe,3071
2024-10-01 22:08:25,project-alpha - Slack,slack.exe,2226
2024-10-01 22:18:12,config.yaml - Visual Studio Code,code.exe,1919
2024-10-01 22:28:43,ServiceNow - Google Chrome,chrome.exe,5350
2024-10-01 22:43:07,random - Slack,slack.exe,3963
2024-10-01 23:40:51,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,1904
2024-10-01 23:53:12,JIRA - Google Chrome,chrome.exe,6462
2024-10-01 23:58:48,Analiza_danych.xlsx - Excel,excel.exe,5103
2024-10-02 00:09:27,Power BI - Google Chrome,chrome.exe,2492
2024-10-02 01:28:29,app.js - Visual Studio Code,code.exe,4832
2024-10-02 01:43:03,Spotkanie: Review - Outlook,outlook.exe,7898
2024-10-02 01:52:29,Raport_sprzedaży.xlsx - Excel,excel.exe,3627
2024-10-02 01:53:13,Review_Q3.pptx - PowerPoint,powerpnt.exe,2849
2024-10-02 02:01:18,Skrzynka odbiorcza - Outlook,outlook.exe,5223
2024-10-02 02:13:14,Raport_sprzedaży.xlsx - Excel,excel.exe,2945
2024-10-02 02:22:37,Spotkanie_klienta.pptx - PowerPoint,powerpnt.exe,7006
2024-10-02 03:02:04,Skrzynka odbiorcza - Outlook,outlook.exe,4442
2024-10-02 03:13:09,Raport_sprzedaży.xlsx - Excel,excel.exe,2496
2024-10-02 03:13:57,Review_Q3.pptx - PowerPoint,powerpnt.exe,3193
2024-10-02 03:24:37,Kalendarz - Outlook,outlook.exe,5420
2024-10-02 03:26:03,Stack Overflow - Google Chrome,chrome.exe,1864
2024-10-02 03:36:56,KPI_dashboard.xlsx - Excel,excel.exe,2691
2024-10-02 03:45:35,GitHub - Google Chrome,chrome.exe,7332
2024-10-02 03:59:10,JIRA - Google Chrome,chrome.exe,2705
2024-10-02 04:13:35,KPI_dashboard.xlsx - Excel,excel.exe,4336
2024-10-02 04:28:05,Workday - Google Chrome,chrome.exe,4188
2024-10-02 04:33:15,Workday - Google Chrome,chrome.exe,2214
2024-10-02 04:34:09,Raport_sprzedaży.xlsx - Excel,excel.exe,3896
2024-10-02 04:43:06,Stack Overflow - Google Chrome,chrome.exe,4910
2024-10-02 04:45:08,Salesforce - Google Chrome,chrome.exe,2300
2024-10-02 04:46:09,Analiza_danych.xlsx - Excel,excel.exe,3446
2024-10-02 04:55:47,Salesforce - Google Chrome,chrome.exe,4840
2024-10-02 05:04:27,GitHub - Google Chrome,chrome.exe,1655
2024-10-02 05:12:19,Raport_sprzedaży.xlsx - Excel,excel.exe,7673
2024-10-02 05:24:24,Power BI - Google Chrome,chrome.exe,5645
2024-10-02 05:28:14,ServiceNow - Google Chrome,chrome.exe,7793
2024-10-02 21:39:29,Raport_sprzedaży.xlsx - Excel,excel.exe,3414
2024-10-02 21:41:10,ServiceNow - Google Chrome,chrome.exe,1575
2024-10-02 21:53:31,Stack Overflow - Google Chrome,chrome.exe,1207
2024-10-02 22:06:58,KPI_dashboard.xlsx - Excel,excel.exe,5954
2024-10-02 22:20:37,Confluence - Google Chrome,chrome.exe,7802
2024-10-02 22:30:34,Confluence - Google Chrome,chrome.exe,6375
2024-10-02 22:43:30,Analiza_danych.xlsx - Excel,excel.exe,2284
2024-10-02 22:56:12,Power BI - Google Chrome,chrome.exe,4917
2024-10-02 23:10:36,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,1114
2024-10-02 22:19:03,Review_Q3.pptx - PowerPoint,powerpnt.exe,6362
2024-10-02 22:28:59,Czat zespołu - Microsoft Teams,teams.exe,1251
2024-10-02 22:31:44,Czat zespołu - Microsoft Teams,teams.exe,1933
2024-10-02 19:37:35,Review_Q3.pptx - PowerPoint,powerpnt.exe,1740
2024-10-02 19:45:00,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,5055
2024-10-02 19:49:33,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,1086
2024-10-02 19:50:20,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,3779
2024-10-02 20:03:46,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,2574
2024-10-02 20:04:34,Spotkanie: Review projektu - Microsoft Teams,teams.exe,4935
2024-10-02 20:13:36,Review_Q3.pptx - PowerPoint,powerpnt.exe,4126
2024-10-02 20:22:42,Outlook,outlook.exe,1209
2024-10-02 20:23:16,Spotkanie: Review projektu - Microsoft Teams,teams.exe,6505
2024-10-02 20:32:05,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,5547
2024-10-02 22:10:55,ServiceNow - Google Chrome,chrome.exe,2263
2024-10-02 22:20:32,Analiza_danych.xlsx - Excel,excel.exe,5569
2024-10-02 22:34:48,Outlook,outlook.exe,6882
2024-10-02 22:36:20,Spotkanie: Review projektu - Microsoft Teams,teams.exe,5061
2024-10-02 22:39:33,Confluence - Google Chrome,chrome.exe,1811
2024-10-02 22:46:38,Skrzynka odbiorcza - Outlook,outlook.exe,5295
2024-10-02 22:58:32,Spotkanie: Review - Outlook,outlook.exe,6691
2024-10-02 18:00:33,KPI_dashboard.xlsx - Excel,excel.exe,6737
2024-10-02 18:07:09,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,5652
2024-10-02 18:12:59,Skrzynka odbiorcza - Outlook,outlook.exe,2655
2024-10-02 18:20:39,Analiza_danych.xlsx - Excel,excel.exe,1974
2024-10-02 18:27:48,Review_Q3.pptx - PowerPoint,powerpnt.exe,7058
2024-10-02 18:38:02,Skrzynka odbiorcza - Outlook,outlook.exe,7303
2024-10-02 18:40:57,Analiza_danych.xlsx - Excel,excel.exe,5191
2024-10-02 18:45:54,Salesforce - Google Chrome,chrome.exe,5159
2024-10-02 18:51:49,Raport_sprzedaży.xlsx - Excel,excel.exe,7482
2024-10-02 19:00:13,Confluence - Google Chrome,chrome.exe,2485
2024-10-02 19:13:43,Stack Overflow - Google Chrome,chrome.exe,2396
2024-10-02 19:20:44,app.js - Visual Studio Code,code.exe,7459
2024-10-02 19:33:24,SharePoint - Google Chrome,chrome.exe,6558
2024-10-02 19:45:35,urgent - Slack,slack.exe,1322
2024-10-02 19:51:38,app.js - Visual Studio Code,code.exe,2166
2024-10-02 20:04:47,Salesforce - Google Chrome,chrome.exe,7648
2024-10-02 20:08:21,urgent - Slack,slack.exe,3902
2024-10-02 22:20:09,script.py - Visual Studio Code,code.exe,5930
2024-10-02 22:28:53,Confluence - Google Chrome,chrome.exe,3509
2024-10-02 22:35:34,Spotkanie: Review - Outlook,outlook.exe,3480
2024-10-02 22:37:16,Budżet_Q4.xlsx - Excel,excel.exe,1513
2024-10-02 22:49:44,Review_Q3.pptx - PowerPoint,powerpnt.exe,1908
2024-10-02 22:54:34,Nowa wiadomość - Outlook,outlook.exe,2651
2024-10-02 23:07:52,KPI_dashboard.xlsx - Excel,excel.exe,1299
2024-10-02 23:16:01,Review_Q3.pptx - PowerPoint,powerpnt.exe,3398
2024-10-02 23:18:29,Outlook,outlook.exe,2675
2024-10-02 23:23:43,Budżet_Q4.xlsx - Excel,excel.exe,2280
2024-10-02 23:34:52,Review_Q3.pptx - PowerPoint,powerpnt.exe,6936
2024-10-02 23:49:43,Nowa wiadomość - Outlook,outlook.exe,7234
2024-10-03 00:01:22,Raport_sprzedaży.xlsx - Excel,excel.exe,2725
2024-10-03 00:10:09,Review_Q3.pptx - PowerPoint,powerpnt.exe,7614
2024-10-03 00:15:23,Spotkanie: Review - Outlook,outlook.exe,4792
2024-10-03 00:19:38,Outlook,outlook.exe,6820
2024-10-03 00:27:36,KPI_dashboard.xlsx - Excel,excel.exe,2337
2024-10-03 00:37:59,Review_Q3.pptx - PowerPoint,powerpnt.exe,7663
2024-10-03 00:42:26,Kalendarz - Outlook,outlook.exe,2640
2024-10-03 00:43:06,Raport_sprzedaży.xlsx - Excel,excel.exe,4312
2024-10-03 00:44:45,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,4354
2024-10-03 00:58:59,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,4386
2024-10-03 01:06:21,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,4297
2024-10-03 01:20:16,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,6106
2024-10-03 01:34:57,Review_Q3.pptx - PowerPoint,powerpnt.exe,1224
2024-10-03 01:37:03,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,4007
2024-10-03 01:40:23,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,1290
2024-10-03 01:53:48,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,1167
2024-10-03 02:03:54,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,4794
2024-10-03 02:15:53,Spotkanie: Review projektu - Microsoft Teams,teams.exe,4572
2024-10-03 02:24:09,Review_Q3.pptx - PowerPoint,powerpnt.exe,1378
2024-10-03 02:27:05,Czat zespołu - Microsoft Teams,teams.exe,6373
2024-10-03 02:31:04,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,4306
2024-10-03 02:37:18,Spotkanie_klienta.pptx - PowerPoint,powerpnt.exe,3934
2024-10-03 02:50:00,Microsoft Teams,teams.exe,3436
2024-10-03 03:35:02,Czat zespołu - Microsoft Teams,teams.exe,1454
2024-10-03 03:40:30,Spotkanie_klienta.pptx - PowerPoint,powerpnt.exe,7086
2024-10-03 03:50:41,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,3880
2024-10-03 03:56:13,Microsoft Teams,teams.exe,6131
2024-10-03 04:06:28,Review_Q3.pptx - PowerPoint,powerpnt.exe,1109
2024-10-03 04:10:35,Microsoft Teams,teams.exe,5623
2024-10-03 04:22:28,Review_Q3.pptx - PowerPoint,powerpnt.exe,5825
2024-10-03 04:24:04,Spotkanie: Review projektu - Microsoft Teams,teams.exe,2999
2024-10-03 04:29:18,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,4168
2024-10-03 04:43:14,Review_Q3.pptx - PowerPoint,powerpnt.exe,5378
2024-10-03 04:57:55,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,1588
2024-10-03 05:08:20,Microsoft Teams,teams.exe,5182
2024-10-03 20:16:28,Review_Q3.pptx - PowerPoint,powerpnt.exe,6005
2024-10-03 20:20:48,Microsoft Teams,teams.exe,7539
2024-10-03 20:21:27,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,2097
2024-10-03 20:23:32,Prezentacja_zespołu.pptx - PowerPoint,powerpnt.exe,1339
2024-10-03 22:25:24,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,5914
2024-10-03 22:38:15,Spotkanie: Review projektu - Microsoft Teams,teams.exe,3328
2024-10-03 22:41:08,Review_Q3.pptx - PowerPoint,powerpnt.exe,5485
2024-10-03 22:50:27,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,6661
2024-10-03 23:04:21,Czat zespołu - Microsoft Teams,teams.exe,6502
2024-10-03 23:09:20,Spotkanie: Review - Outlook,outlook.exe,2247
2024-10-03 20:16:25,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,5852
2024-10-03 20:22:19,config.yaml - Visual Studio Code,code.exe,6449
2024-10-03 19:31:54,app.js - Visual Studio Code,code.exe,4137
2024-10-03 18:44:36,Power BI - Google Chrome,chrome.exe,2900
2024-10-03 18:57:15,general - Slack,slack.exe,1578
2024-10-03 19:00:03,database.sql - Visual Studio Code,code.exe,3715
2024-10-03 19:13:21,Workday - Google Chrome,chrome.exe,7705
2024-10-03 19:19:38,random - Slack,slack.exe,4376
2024-10-03 19:28:03,script.py - Visual Studio Code,code.exe,6887
2024-10-03 19:32:49,SharePoint - Google Chrome,chrome.exe,5281
2024-10-03 19:42:22,urgent - Slack,slack.exe,2286
2024-10-03 19:56:01,database.sql - Visual Studio Code,code.exe,5108
2024-10-03 19:58:55,ServiceNow - Google Chrome,chrome.exe,3430
2024-10-03 20:12:57,random - Slack,slack.exe,1218
2024-10-03 20:18:58,config.yaml - Visual Studio Code,code.exe,1580
2024-10-03 20:28:32,Stack Overflow - Google Chrome,chrome.exe,3864
2024-10-03 20:42:23,general - Slack,slack.exe,5434
2024-10-03 20:51:34,database.sql - Visual Studio Code,code.exe,3464
2024-10-03 21:04:01,Confluence - Google Chrome,chrome.exe,2210
2024-10-03 18:14:22,general - Slack,slack.exe,6821
2024-10-03 18:28:07,script.py - Visual Studio Code,code.exe,5395
2024-10-03 18:41:31,SharePoint - Google Chrome,chrome.exe,2025
2024-10-03 18:46:30,project-alpha - Slack,slack.exe,7015
2024-10-03 18:48:54,script.py - Visual Studio Code,code.exe,4432
2024-10-03 18:59:05,Workday - Google Chrome,chrome.exe,4797
2024-10-03 19:13:48,project-alpha - Slack,slack.exe,1917
2024-10-03 19:25:28,script.py - Visual Studio Code,code.exe,5823
2024-10-03 18:31:38,config.yaml - Visual Studio Code,code.exe,2511
2024-10-03 18:41:06,Power BI - Google Chrome,chrome.exe,7138
2024-10-03 18:50:56,general - Slack,slack.exe,2193
2024-10-03 19:00:37,config.yaml - Visual Studio Code,code.exe,1680
2024-10-03 19:02:02,Nowa wiadomość - Outlook,outlook.exe,3826
2024-10-03 19:14:36,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,5042
2024-10-03 19:19:42,Stack Overflow - Google Chrome,chrome.exe,6605
2024-10-03 19:34:35,Kalendarz - Outlook,outlook.exe,3293
2024-10-03 19:43:29,Spotkanie 1:1 z managerem - Microsoft Teams,teams.exe,3923
2024-10-03 19:46:05,SharePoint - Google Chrome,chrome.exe,3678
2024-10-03 20:44:12,Outlook,outlook.exe,7062
2024-10-03 20:47:19,Spotkanie: Daily Standup - Microsoft Teams,teams.exe,1100
2024-10-03 20:59:33,Salesforce - Google Chrome,chrome.exe,1900
2024-10-03 21:11:44,Kalendarz - Outlook,outlook.exe,4301
2024-10-03 21:16:37,Spotkanie: Planowanie sprintu - Microsoft Teams,teams.exe,2821
2024-10-03 21:23:12,Power BI - Google Chrome,chrome.exe,6643
2024-10-03 21:37:48,Skrzynka odbiorcza - Outlook,outlook.exe,1975
