timestamp,title,process,pid
2025-10-04 14:53:49,events.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:54:09,clipboard.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:54:12,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:54:18,events.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:54:20,clipboard.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:54:22,browser_history.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:54:23,clipboard.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:55:46,,,0
2025-10-04 14:55:47,clipboard.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:55:48,Szybkie wybieranie – Opera,,0
2025-10-04 14:55:55,ProcessBot automation hackathon – Opera,,0
2025-10-04 14:55:58,Szybkie wybieranie – Opera,,0
2025-10-04 14:56:03,flask - Szukaj w Google – Opera,,0
2025-10-04 14:56:07,Welcome to Flask — Flask Documentation (3.1.x) – Opera,,0
2025-10-04 14:56:19,JSON data file management - Claude – Opera,,0
2025-10-04 14:57:15,clipboard.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:57:20,JSON data file management - Claude – Opera,,0
2025-10-04 14:59:52,Przełączanie zadań,,0
2025-10-04 14:59:53,clipboard.csv - HACKATON - Visual Studio Code,,0
2025-10-04 14:59:59,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:00:07,JSON data file management - Claude – Opera,,0
2025-10-04 15:03:35,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:03:38,browser_history_collector.py - HACKATON - Visual Studio Code,,0
2025-10-04 15:03:55,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:04:51,JSON data file management - Claude – Opera,,0
2025-10-04 15:05:57,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:06:01,Przełączanie zadań,,0
2025-10-04 15:06:02,● dirs.py - meteopy - Visual Studio Code,,0
2025-10-04 15:06:03,Przełączanie zadań,,0
2025-10-04 15:06:04,collector_json.py - Hackaton - Visual Studio Code,,0
2025-10-04 15:06:09,,,0
2025-10-04 15:06:10,Hackaton — Eksplorator plików,,0
2025-10-04 15:06:12,HACKATON — Eksplorator plików,,0
2025-10-04 15:07:47,collector_to_csv.py - Hackaton - Visual Studio Code,,0
2025-10-04 15:07:52,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:07:53,Przełączanie zadań,,0
2025-10-04 15:07:54,JSON data file management - Claude – Opera,,0
2025-10-04 15:08:09,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:08:11,,,0
2025-10-04 15:08:12,Przełączanie zadań,,0
2025-10-04 15:08:13,collector_to_csv.py - Hackaton - Visual Studio Code,,0
2025-10-04 15:08:14,JSON data file management - Claude – Opera,,0
2025-10-04 15:08:15,collector_to_csv.py - Hackaton - Visual Studio Code,,0
2025-10-04 15:08:16,Przełączanie zadań,,0
2025-10-04 15:08:17,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:08:19,Visual Studio Code,,0
2025-10-04 15:08:20,windows.csv - HACKATON - Visual Studio Code,,0
2025-10-04 15:08:39,Przełączanie zadań,,0
2025-10-04 15:08:40,collector_to_csv.py - Hackaton - Visual Studio Code,,0
2025-10-04 15:08:56,Przełączanie zadań,,0
2025-10-04 15:08:58,collector_to_csv.py - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:03,JSON data file management - Claude – Opera,,0
2025-10-04 15:09:04,APP.PY - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:05,JSON data file management - Claude – Opera,,0
2025-10-04 15:09:11,APP.PY - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:13,● APP.PY - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:14,APP.PY - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:17,JSON data file management - Claude – Opera,,0
2025-10-04 15:09:27,APP.PY - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:30,index.html - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:32,● index.html - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:42,index.html - Hackaton - Visual Studio Code,,0
2025-10-04 15:09:43,JSON data file management - Claude – Opera,,0
2025-10-04 15:10:03,index.html - Hackaton - Visual Studio Code,,0
2025-10-04 16:54:32,python – collector_json.py,,0
2025-10-04 16:54:36,Wyszukaj,,0
2025-10-04 16:54:37,python – collector_json.py,,0
2025-10-04 16:54:45,python – collector_to_csv.py,,0
2025-10-04 16:54:48,python – collector_json.py,,0
2025-10-04 16:54:52,python – collector_to_csv.py,,0
2025-10-04 16:55:31,python – windows.csv,,0
2025-10-04 16:55:39,python – windows.json,,0
2025-10-04 16:55:41,Wyszukaj,,0
2025-10-04 16:55:43,Start,Microsoft.ServiceHub.Controller.exe,276
2025-10-04 16:55:44,Hackaton/collector_to_csv.py at main · AntoniTrzebuniak/Hackaton i jeszcze 9 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 16:55:45,Time-tracker-extension - Microsoft Visual Studio,,0
2025-10-04 16:55:46,python – windows.json,,0
2025-10-04 16:55:48,python – windows.csv,,0
2025-10-04 17:12:15,python – APP.PY,,0
2025-10-04 17:12:20,Wyszukaj,,0
2025-10-04 17:12:21,python – APP.PY,,0
2025-10-04 17:12:23,Wiersz polecenia,,0
2025-10-04 17:12:24,Time-tracker-extension - Microsoft Visual Studio,,0
2025-10-04 17:12:25,python – APP.PY,,0
2025-10-04 17:12:31,python – windows.csv,,0
2025-10-04 17:12:37,,,0
2025-10-04 17:12:38,Nadpisywanie danych HTML i jeszcze 6 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:12:39,(850) YouTube i jeszcze 6 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:12:41,YouTube - YouTube i jeszcze 6 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:12:42,python – windows.csv,,0
2025-10-04 17:12:44,python – data_html.csv,,0
2025-10-04 17:12:47,,,0
2025-10-04 17:12:48,YouTube - YouTube i jeszcze 6 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:12:49,Nowa karta i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:12:51,python – data_html.csv,,0
2025-10-04 17:13:17,Wyszukaj,,0
2025-10-04 17:13:19,google cos - Wyszukaj i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:13:21,python – data_html.csv,,0
2025-10-04 17:13:33,Delete,,0
2025-10-04 17:13:34,python – data_html.csv,,0
2025-10-04 17:13:36,python – logs.csv,,0
2025-10-04 17:13:50,Delete,,0
2025-10-04 17:13:52,python – data_html.csv,,0
2025-10-04 17:13:54,python – APP.PY,,0
2025-10-04 17:15:16,python – APP.PY,,0
2025-10-04 17:15:19,google cos - Wyszukaj i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:15:26,"Interia - Polska i świat: informacje, sport, gwiazdy. i jeszcze 7 stron — Osobisty — Microsoft​ Edge",,0
2025-10-04 17:15:32,Time-tracker-extension - Microsoft Visual Studio,,0
2025-10-04 17:15:33,Wiersz polecenia,,0
2025-10-04 17:15:35,"Interia - Polska i świat: informacje, sport, gwiazdy. i jeszcze 7 stron — Osobisty — Microsoft​ Edge",,0
2025-10-04 17:15:36,python – APP.PY,,0
2025-10-04 17:15:38,python – windows.csv,,0
2025-10-04 17:15:46,python – data_html.csv,,0
2025-10-04 17:15:49,"Interia - Polska i świat: informacje, sport, gwiazdy. i jeszcze 7 stron — Osobisty — Microsoft​ Edge",,0
2025-10-04 17:15:53,interia.[l - Wyszukaj i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:15:56,youtube.com/youtube i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:15:59,(850) YouTube - YouTube i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:16:00,youtube.com/youtube i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:16:01,YouTube - YouTube i jeszcze 7 stron — Osobisty — Microsoft​ Edge,,0
2025-10-04 17:16:03,python – data_html.csv,,0
2025-10-04 17:16:07,python – APP.PY,,0
